technology,parameter,value,unit,source,further description,currency_year
Compressed-Air-Adiabatic-store,investment,7051.27167,USD/MWh,"Viswanathan_2022, p.64 (p.86)","{'carrier': ['pair'], 'technology_type': ['store'], 'type': ['mechanical'], 'note': ['Cavern Storage']}",2020.0
Compressed-Air-Adiabatic-store,lifetime,60.0,years,"Viswanathan_2022, p.59 (p.81)","{'carrier': ['pair'], 'technology_type': ['store'], 'type': ['mechanical'], 'note': ['NULL']}",2020.0
Concrete-charger,FOM,1.075,%/year,"Viswanathan_2022, NULL","{'carrier': ['elec', 'concrete'], 'technology_type': ['charger'], 'type': ['thermal'], 'note': ['Guesstimate, 50% on charger']}",2020.0
Concrete-charger,efficiency,0.99,per unit,"Viswanathan_2022, p.107 (p.129)","{'carrier': ['elec', 'concrete'], 'technology_type': ['charger'], 'type': ['thermal'], 'note': ['RTE assume 99% for charge and other for discharge']}",2020.0
Concrete-charger,investment,186599.03709,USD/MW,"Georgiou_2018, Guesstimate that charge is 20% of capital costs of power components for sensible thermal storage","{'carrier': ['elec', 'concrete'], 'technology_type': ['charger'], 'type': ['thermal'], 'note': ['Power Equipment Charge']}",2020.0
Concrete-charger,lifetime,35.0,years,"Viswanathan_2022, p.107 (p.129)","{'carrier': ['elec', 'concrete'], 'technology_type': ['charger'], 'type': ['thermal'], 'note': ['NULL']}",2020.0
Concrete-discharger,FOM,0.26875,%/year,"Viswanathan_2022, NULL","{'carrier': ['concrete', 'elec'], 'technology_type': ['discharger'], 'type': ['thermal'], 'note': ['Guesstimate, 50% on discharger']}",2020.0
Concrete-discharger,efficiency,0.43434,per unit,"Viswanathan_2022, p.107 (p.129)","{'carrier': ['concrete', 'elec'], 'technology_type': ['discharger'], 'type': ['thermal'], 'note': ['RTE assume 99% for charge and other for discharge']}",2020.0
Concrete-discharger,investment,746396.14837,USD/MW,"Georgiou_2018, Guesstimate that charge is 80% of capital costs of power components for sensible thermal storage","{'carrier': ['concrete', 'elec'], 'technology_type': ['discharger'], 'type': ['thermal'], 'note': ['Power Equipment Discharge']}",2020.0
Concrete-discharger,lifetime,35.0,years,"Viswanathan_2022, p.107 (p.129)","{'carrier': ['concrete', 'elec'], 'technology_type': ['discharger'], 'type': ['thermal'], 'note': ['NULL']}",2020.0
Concrete-store,FOM,0.33077,%/year,"Viswanathan_2022, p 104 (p.126)","{'carrier': ['concrete'], 'technology_type': ['store'], 'type': ['thermal'], 'note': ['not provided calculated as for hydrogen']}",2020.0
Concrete-store,investment,31115.61159,USD/MWh,"Viswanathan_2022, p.98 (p.120)","{'carrier': ['concrete'], 'technology_type': ['store'], 'type': ['thermal'], 'note': ['SB and BOS 0.85 of 2021 value']}",2020.0
Concrete-store,lifetime,35.0,years,"Viswanathan_2022, p.107 (p.129)","{'carrier': ['concrete'], 'technology_type': ['store'], 'type': ['thermal'], 'note': ['NULL']}",2020.0
"Container feeder, ammonia",efficiency,0.77539,MWh/km,"Danish Energy Agency, data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container feeder, ammonia",2023.0
"Container feeder, ammonia",investment,45249732.0,USD,"Danish Energy Agency, data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container feeder, ammonia",2023.0
"Container feeder, ammonia",lifetime,30.0,years,"Danish Energy Agency, data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container feeder, ammonia",2023.0
"Container feeder, diesel",efficiency,0.77184,MWh/km,"Danish Energy Agency, data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container feeder, diesel",2023.0
"Container feeder, diesel",investment,45249732.0,USD,"Danish Energy Agency, data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container feeder, diesel",2023.0
"Container feeder, diesel",lifetime,30.0,years,"Danish Energy Agency, data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container feeder, diesel",2023.0
"Container feeder, methanol",efficiency,0.77114,MWh/km,"Danish Energy Agency, data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container feeder, methanol",2023.0
"Container feeder, methanol",investment,45249732.0,USD,"Danish Energy Agency, data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container feeder, methanol",2023.0
"Container feeder, methanol",lifetime,30.0,years,"Danish Energy Agency, data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container feeder, methanol",2023.0
"Container, ammonia",efficiency,1.70944,MWh/km,"Danish Energy Agency, data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container, ammonia",2023.0
"Container, ammonia",investment,154842732.0,USD,"Danish Energy Agency, data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container, ammonia",2023.0
"Container, ammonia",lifetime,32.0,years,"Danish Energy Agency, data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container, ammonia",2023.0
"Container, diesel",efficiency,1.63991,MWh/km,"Danish Energy Agency, data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container, diesel",2023.0
"Container, diesel",investment,154842732.0,USD,"Danish Energy Agency, data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container, diesel",2023.0
"Container, diesel",lifetime,33.0,years,"Danish Energy Agency, data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container, diesel",2023.0
"Container, methanol",efficiency,1.70006,MWh/km,"Danish Energy Agency, data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container, methanol",2023.0
"Container, methanol",investment,154842732.0,USD,"Danish Energy Agency, data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container, methanol",2023.0
"Container, methanol",lifetime,33.0,years,"Danish Energy Agency, data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container, methanol",2023.0
Diesel Bus city,FOM,0.00043,%/year,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel B1,2022.0
Diesel Bus city,Motor size,0.25,MW,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel B1,2022.0
Diesel Bus city,VOM,0.1382,USD/km,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel B1,2022.0
Diesel Bus city,efficiency,0.00149,MWh/km,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel B1,2022.0
Diesel Bus city,investment,195093.50784,USD/vehicle,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel B1,2022.0
Diesel Bus city,lifetime,12.0,years,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel B1,2022.0
Diesel Coach,FOM,0.00028,%/year,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel B2,2022.0
Diesel Coach,Motor size,0.35,MW,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel B2,2022.0
Diesel Coach,VOM,0.1382,USD/km,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel B2,2022.0
Diesel Coach,efficiency,0.00162,MWh/km,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel B2,2022.0
Diesel Coach,investment,299319.96864,USD/vehicle,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel B2,2022.0
Diesel Coach,lifetime,12.0,years,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel B2,2022.0
Diesel Truck Semi-Trailer max 50 tons,FOM,0.00045,%/year,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L3,2022.0
Diesel Truck Semi-Trailer max 50 tons,Motor size,0.38,MW,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L3,2022.0
Diesel Truck Semi-Trailer max 50 tons,VOM,0.1382,USD/km,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L3,2022.0
Diesel Truck Semi-Trailer max 50 tons,efficiency,0.00287,MWh/km,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L3,2022.0
Diesel Truck Semi-Trailer max 50 tons,investment,183777.70213,USD/vehicle,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L3,2022.0
Diesel Truck Semi-Trailer max 50 tons,lifetime,10.5,years,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L3,2022.0
Diesel Truck Solo max 26 tons,FOM,0.00041,%/year,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L1,2022.0
Diesel Truck Solo max 26 tons,Motor size,0.31103,MW,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L1,2022.0
Diesel Truck Solo max 26 tons,VOM,0.1382,USD/km,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L1,2022.0
Diesel Truck Solo max 26 tons,efficiency,0.00167,MWh/km,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L1,2022.0
Diesel Truck Solo max 26 tons,investment,201160.00979,USD/vehicle,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L1,2022.0
Diesel Truck Solo max 26 tons,lifetime,13.8,years,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L1,2022.0
Diesel Truck Trailer max 56 tons,FOM,0.00036,%/year,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L2,2022.0
Diesel Truck Trailer max 56 tons,Motor size,0.38235,MW,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L2,2022.0
Diesel Truck Trailer max 56 tons,VOM,0.1382,USD/km,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L2,2022.0
Diesel Truck Trailer max 56 tons,efficiency,0.00277,MWh/km,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L2,2022.0
Diesel Truck Trailer max 56 tons,investment,229722.12766,USD/vehicle,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L2,2022.0
Diesel Truck Trailer max 56 tons,lifetime,13.8,years,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L2,2022.0
FCV Bus city,FOM,0.00025,%/year,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV B1,2022.0
FCV Bus city,Motor size,0.43517,MW,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV B1,2022.0
FCV Bus city,VOM,0.12668,USD/km,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV B1,2022.0
FCV Bus city,efficiency,0.00127,MWh/km,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV B1,2022.0
FCV Bus city,investment,289479.52712,USD/vehicle,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV B1,2022.0
FCV Bus city,lifetime,12.0,years,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV B1,2022.0
FCV Coach,FOM,0.00016,%/year,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV B2,2022.0
FCV Coach,Motor size,0.43517,MW,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV B2,2022.0
FCV Coach,VOM,0.12323,USD/km,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV B2,2022.0
FCV Coach,efficiency,0.00125,MWh/km,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV B2,2022.0
FCV Coach,investment,461786.42818,USD/vehicle,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV B2,2022.0
FCV Coach,lifetime,12.0,years,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV B2,2022.0
FCV Truck Semi-Trailer max 50 tons,FOM,0.00041,%/year,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L3,2022.0
FCV Truck Semi-Trailer max 50 tons,Motor size,0.57845,MW,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L3,2022.0
FCV Truck Semi-Trailer max 50 tons,VOM,0.12323,USD/km,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L3,2022.0
FCV Truck Semi-Trailer max 50 tons,efficiency,0.00221,MWh/km,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L3,2022.0
FCV Truck Semi-Trailer max 50 tons,investment,180927.92256,USD/vehicle,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L3,2022.0
FCV Truck Semi-Trailer max 50 tons,lifetime,10.5,years,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L3,2022.0
FCV Truck Solo max 26 tons,FOM,0.00029,%/year,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L1,2022.0
FCV Truck Solo max 26 tons,Motor size,0.43276,MW,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L1,2022.0
FCV Truck Solo max 26 tons,VOM,0.12323,USD/km,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L1,2022.0
FCV Truck Solo max 26 tons,efficiency,0.00145,MWh/km,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L1,2022.0
FCV Truck Solo max 26 tons,investment,249992.91467,USD/vehicle,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L1,2022.0
FCV Truck Solo max 26 tons,lifetime,13.8,years,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L1,2022.0
FCV Truck Trailer max 56 tons,FOM,0.00026,%/year,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L2,2022.0
FCV Truck Trailer max 56 tons,Motor size,0.43276,MW,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L2,2022.0
FCV Truck Trailer max 56 tons,VOM,0.12323,USD/km,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L2,2022.0
FCV Truck Trailer max 56 tons,efficiency,0.00244,MWh/km,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L2,2022.0
FCV Truck Trailer max 56 tons,investment,278555.03254,USD/vehicle,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L2,2022.0
FCV Truck Trailer max 56 tons,lifetime,13.8,years,"Danish Energy Agency, data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L2,2022.0
FT fuel transport ship,FOM,5.0,%/year,"Assume comparable tanker as for LOHC transport above, c.f. Runge et al 2020, Table 10, https://papers.ssrn.com/abstract=3623514 .",,2020.0
FT fuel transport ship,capacity,75000.0,t_FTfuel,"Assume comparable tanker as for LOHC transport above, c.f. Runge et al 2020, Table 10, https://papers.ssrn.com/abstract=3623514 .",,2020.0
FT fuel transport ship,investment,45293456.97677,USD,"Assume comparable tanker as for LOHC transport above, c.f. Runge et al 2020, Table 10, https://papers.ssrn.com/abstract=3623514 .",,2020.0
FT fuel transport ship,lifetime,15.0,years,"Assume comparable tanker as for LOHC transport above, c.f. Runge et al 2020, Table 10, https://papers.ssrn.com/abstract=3623514 .",,2020.0
Fischer-Tropsch,FOM,5.0,%/year,"Own assumption based on Ausfelder, Florian; Dura, Hanna Ewa (Hg.) (2018): Optionen für ein nachhaltiges Energiesystem mit Power-to-X Technologien. Herausforderungen - Potenziale - Methoden - Auswirkungen: 1. Roadmap des Kopernikus-Projektes ""Power-to-X"": Flexible Nutzung erneuerbarer Ressourcen (P2X): erstellt im Rahmen der Roadmapping-Aktivitäten im Koperinkus-Projekt ""Power-to-X"": Flexible Nutzung erneuerbarer Ressourcen (P2X) gefördert durch das Bundesministerium für Bildung und Technologie. DECHEMA, Gesellschaft für Chemische Technik und Biotechnologie. 1. Auflage. Frankfurt am Main: DECHEMA Gesellschaft für Chemische Technik und Biotechnologie e.V. Online verfügbar unter edocs.tib.eu/files/e01fn18/1034723774.pdf",,2016.0
Fischer-Tropsch,VOM,3.64678,USD/MWh_FT,"Danish Energy Agency, data_sheets_for_renewable_fuels.xlsx",102 Hydrogen to Jet:  Variable O&M,2020.0
Fischer-Tropsch,capture rate,0.9,per unit,Assumption based on doi:10.1016/j.biombioe.2015.01.006,,
Fischer-Tropsch,carbondioxide-input,0.2885,t_CO2/MWh_FT,"DEA (2022): Technology Data for Renewable Fuels (https://ens.dk/en/our-services/projections-and-models/technology-data/technology-data-renewable-fuels), Hydrogen to Jet Fuel, Table 10 / pg. 267.","Input per 1t FT liquid fuels output, carbon efficiency increases with years (4.3, 3.9, 3.6, 3.3 t_CO2/t_FT from 2020-2050 with LHV 11.95 MWh_th/t_FT).",
